1, 3683035
2, 882524
3, 4732430
7, 22
11, 2472318
16, 0
22, 8743610
25, 0
27, 1
32, 3275076
40, 0
45, 9935483
49, 72645254
51, 0
65, 426488
66, 8969084
75, 50540868
78, 173997054
83, 0
85, 0
88, 0
92, 959296
98, 0
100, 1651294
102, 3113233
109, 498312
110, 0
111, 0
121, 240462374
132, 57
136, 5111426
142, 433631
143, 0
175, 1843061
184, 11747373
211, 0
238, 79662670
239, 526574
250, 247247
255, 71
259, 996481
271, 467343
284, 16894732
288, 4
290, 566983850
296, 513382
297, 137304951
299, 2357956
300, 0
302, 0
303, 5705230
307, 358707
310, 0
317, 58898778
318, 6752289
321, 1250071
324, 0
327, 2
332, 1885828
333, 502044
340, 0
343, 6
344, 35370995
345, 934276
346, 12
348, 1587233
349, 6
351, 1479518
353, 14811820
359, 0
360, 34877730
362, 0
370, 5204107
373, 18
375, 0
377, 951587
379, 0
380, 4
381, 16007165
382, 921459
385, 37
386, 976170
391, 176570652
394, 4905634
396, 1611172
397, 0
398, 38485303
401, 0
402, 20260079
404, 0
405, 3193182
406, 13406980
408, 451608
412, 0
416, 0
421, 1
422, 0
424, 307114
425, 13
428, 2
429, 0
430, 0
431, 25932703
437, 8291259
439, 0
440, 298358
447, 0
448, 924962
450, 28360241
451, 18631606
454, 123711041
458, 1848479
459, 650178
460, 3250859
461, 1649520
467, 479561
468, 2422027
469, 282723
473, 6
477, 1559813
482, 0
484, 0
492, 0
493, 0
516, 0
519, 78877358
532, 0
577, 0
582, 2542942
586, 92958556
605, 488766
613, 93604970
622, 356159
625, 0
630, 11768279
634, 0
643, 23
644, 26145693
651, 955022
658, 4870387
675, 1699057
683, 76424176
689, 0
692, 0
695, 0
699, 0
703, 37515450
709, 500136
730, 0
733, 1772924
734, 0
745, 693460
750, 2965331
756, 0
763, 337090983
766, 160434267
767, 0
778, 1226694
788, 0
791, 6
792, 433766
797, 0
798, 664303
799, 0
800, 0
801, 41685015
802, 24
806, 13958083
812, 3
818, 496282
824, 7461573
825, 0
828, 623694
836, 0
840, 0
848, 451460
874, 0
881, 6
889, 222430
890, 0
908, 0
913, 0
915, 0
916, 0
919, 7202999
926, 0
934, 6375452
935, 1242381
940, 0
942, 1339584
943, 9484520
947, 451175
949, 0
952, 0
955, 55480102
956, 654602
960, 1651752
961, 0
970, 4308092
972, 4
979, 0
986, 15
987, 1068846
1004, 12340490
1015, 457167
1017, 2442347
1018, 0
1019, 0
1020, 0
1021, 1237360
1028, 0
1040, 5471735
1041, 0
1042, 0
1044, 20068836
1046, 141139
1047, 267131
1048, 1
1049, 1007001
1050, 68404059
1056, 24047037
1058, 1434578
1061, 3934819
1068, 6
1074, 1104671
1079, 238082
1094, 5354397
1095, 1488754
1096, 427116
1098, 0
1100, 0
1102, 2205317
1106, 28378752
1107, 7
1114, 571088
1119, 0
1121, 4331938
1123, 0
1131, 104925574
1143, 29
1148, 0
1149, 18161447
1162, 9980726
1171, 2
1172, 1009130
1176, 56209131
1179, 2775900
1182, 0
1185, 0
1186, 570935
1190, 27049958
1191, 0
1197, 351346
1198, 0
1199, 944445
1220, 1
1222, 0
1223, 368488
1228, 285892
1229, 0
1231, 1258773
1233, 6
1238, 427120
1243, 0
1245, 2413223
1256, 0
1261, 3231216
1266, 9381358
1273, 0
1281, 298046
1291, 3099239
1302, 297799
1305, 0
1306, 33643014
1310, 104560491
1320, 915146
1328, 979395
1335, 2953142
1340, 0
1345, 207981180
1353, 9048844
1355, 84105503
1358, 49867023
1363, 185402
1375, 0
1378, 3378513
1384, 13291254
1386, 0
1400, 368523
1407, 0
1409, 433298554
1434, 4
1437, 5536372
1441, 82198415
1445, 0
1446, 25443873
1448, 0
1450, 12667502
1459, 26554440
1463, 107826579
1464, 6267700
1465, 263965294
1467, 0
1474, 5566240
1478, 0
1481, 3567792
1483, 11788961
1492, 13953110
1508, 12749419
1528, 9126494
1532, 97588066
1536, 0
1539, 6
1540, 3689248
1546, 975015
1556, 3
1557, 5910528
1568, 1
1573, 73596888
1574, 0
1579, 0
1580, 0
1587, 12542782
1589, 0
1590, 1462093
1593, 2698825
1596, 0
1610, 0
1619, 0
1622, 608132
1626, 6
1631, 5272377
1643, 0
1646, 0
1648, 5421146
1649, 0
1650, 16771368
1651, 0
1657, 704824
1672, 1046994
1674, 4272457
1680, 0
1682, 23071684
1688, 7502077
1703, 4077993
1704, 0
1708, 2
1713, 0
1715, 9
1729, 752729
1737, 46123951
1763, 0
1777, 1504653
1797, 2487926
1811, 0
1816, 484909
1822, 0
1826, 1538190
1832, 1066385
1840, 2920454
1841, 5061845
1847, 31062804
1849, 1562215
1851, 1
1867, 457158
1874, 459784
1877, 1
1878, 489023
1887, 571105
1888, 0
1894, 2
1898, 40754541
1902, 0
1907, 2
1916, 360848
1936, 0
1937, 0
1939, 2364390
1944, 0
1946, 286979306
1947, 0
1953, 0
1956, 0
1967, 0
1969, 1914341
1979, 0
1982, 494598
1985, 1384484
1992, 2644323
1993, 32
1997, 959164
2000, 258103543
2003, 0
2004, 0
2008, 0
2011, 596433
2023, 0
2024, 11707162
2029, 297697
2035, 2739464
2036, 948530
2039, 32444855
2042, 7335897
2043, 2
2046, 0
2051, 58375442
2052, 2776085
2055, 1905850
2056, 465026
2060, 4
2063, 0
2081, 646727
2082, 16627108
2083, 969827
2089, 0
2095, 17002044
2096, 332137
2097, 1185467
2106, 1641711
2126, 0
2143, 1331980
2147, 22
2149, 0
2158, 0
2160, 0
2164, 0
2181, 0
2183, 1035889
2189, 0
2191, 44432041
2192, 2578658
2203, 117841
2206, 0
2209, 5755461
2215, 0
2218, 0
2225, 406958
2233, 16172180
2234, 6298664
2246, 0
2258, 0
2264, 4892015
2266, 0
2267, 0
2273, 7285651
2274, 0
2284, 10352485
2290, 103218531
2294, 4
2300, 0
2305, 0
2308, 337644
2310, 0
2312, 8
2327, 0
2348, 368516
2349, 4413386
2356, 489821
2361, 0
2362, 196
2363, 7311011
2365, 558830
2381, 324352
2383, 0
2384, 98123977
2386, 0
2389, 0
2391, 0
2436, 3550107
2454, 1
2455, 0
2467, 0
2480, 0
2481, 43434545
2497, 0
2502, 0
2503, 15517878
2508, 0
2510, 0
2525, 0
2530, 124717222
2533, 0
2536, 0
2554, 46416756
2555, 0
2562, 0
2565, 0
2570, 0
2575, 3255372
2576, 0
2578, 0
2579, 0
2586, 822885
2592, 0
2597, 0
2604, 3
2612, 433779
2620, 0
2622, 38203179
2623, 5318321
2625, 0
2627, 1031868
2628, 0
2631, 2821802
2642, 1676690
2663, 513251
2664, 7377989
2666, 14343020
2669, 6727190
2672, 100693058
2678, 2972450
2689, 1972319
2693, 0
2698, 977298
2699, 0
2720, 935111
2733, 5935175
2741, 0
2757, 0
2784, 5998904
2797, 0
2807, 47912931
2811, 24189052
2819, 1764088
2821, 92927110
2823, 13
2833, 0
2837, 10401354
2841, 563273787
2865, 3304270
2868, 1865421
2870, 1354685
2874, 47470839
2883, 0
2893, 18449156
2900, 2779170
2901, 0
2906, 3539642
2907, 0
2910, 0
2926, 199624407
2929, 0
2938, 1406694
2944, 0
2954, 95523331
2991, 0
3000, 0
3005, 168986
3011, 0
3020, 0
3027, 338069
3032, 3722138
3040, 4437175
3041, 7709631
3049, 116612
3054, 0
3056, 0
3058, 0
3072, 9
3075, 1
3077, 12254688
3092, 2940323
3102, 0
3106, 48538194
3108, 0
3118, 286262
3121, 3443261
3124, 503546
3132, 2218954
3143, 2
3160, 466984
3166, 477312
3168, 0
3199, 564869
3206, 4553214
3208, 3
3214, 2
3233, 1489055
3248, 1
3267, 0
3272, 43489802
3277, 0
3282, 0
3290, 1470252
3291, 0
3311, 0
3318, 710289
3319, 1606010
3324, 143543103
3326, 0
3332, 232000
3333, 13
3343, 2227955
3345, 0
3356, 0
3365, 4
3369, 0
3375, 2
3377, 0
3380, 266899
3384, 10169103
3394, 0
3396, 537572
3400, 4413022
3401, 530881
3402, 33427064
3403, 1
3405, 0
3409, 0
3441, 0
3448, 0
3460, 992290
3462, 462550
3465, 3188664
3473, 5580848
3475, 0
3478, 0
3485, 1960732
3493, 43008267
3494, 0
3502, 994529
3503, 15073636
3509, 3
3521, 49074527
3525, 1704948
3528, 37605871
3532, 0
3537, 0
3538, 467101
3544, 19992154
3545, 21383052
3546, 0
3547, 0
3557, 0
3568, 119813975
3569, 0
3593, 1236319
3602, 423211
3603, 1323382
3609, 0
3621, 126150534
3628, 0
3634, 4781433
3635, 0
3637, 0
3645, 0
3647, 0
3650, 3
3651, 4685580
3659, 1391832
3664, 0
3669, 0
3676, 2168119
3680, 0
3681, 0
3684, 312595217
3692, 0
3696, 0
3698, 0
3700, 0
3709, 1783329
3710, 469978
3711, 13261852
3723, 1726648
3736, 1
3753, 1056328
3755, 0
3757, 0
3759, 21
3773, 9979095
3775, 0
3777, 0
3787, 6070004
3801, 0
3803, 0
3808, 0
3811, 712546
3824, 433873
3837, 0
3840, 945986
3847, 47453578
3848, 1286819
3849, 0
3859, 3156145
3874, 4006116
3885, 0
3887, 0
3891, 6494436
3896, 1003467
3897, 1141948
3898, 0
3901, 31483869
3902, 750390
3903, 0
3922, 4218791
3926, 3806702
3928, 537086
3931, 660633
3945, 2558243
3948, 20965201
3958, 5178815
3959, 2550244
3960, 405719
3961, 623507
3969, 10196505
3970, 0
3977, 0
3983, 7
3988, 1023906
3992, 27336757
3993, 21677705
3995, 20139936
3996, 15131904
4000, 0
4002, 13158900
4003, 1510549
4020, 0
4031, 3
4036, 1
4040, 6039890
4042, 13605814
4047, 180
4048, 0
4053, 7087600
4054, 15652212
4067, 0
4069, 3823825
4078, 2327612
4080, 479289
4085, 264608
4086, 4082535
4087, 195310
4091, 0
4096, 77643692
4100, 12
4111, 1544031
4112, 973801
4117, 266350
4118, 18
4129, 528880
4137, 1171879
4140, 0
4144, 12378634
4149, 5887103
4158, 4134709
4162, 0
4164, 0
4165, 0
4170, 0
4177, 348525412
4180, 355150
4181, 500120
4183, 0
4191, 0
4194, 8
4220, 0
4221, 3
4231, 213530226
4235, 2
4241, 0
4245, 5316309
4246, 7153579
4250, 2
4262, 21
4281, 9
4298, 6374704
4304, 24
4312, 7383858
4315, 0
4325, 4553389
4333, 11972401
4336, 1668602
4338, 356264
4345, 4
4351, 5835365
4354, 11384240
4358, 0
4361, 0
4362, 56293756
4366, 959829
4375, 0
4384, 476637
4391, 0
4398, 23
4400, 0
4402, 6
4415, 0
4423, 45987584
4426, 0
4428, 9790290
4430, 0
4433, 233670
4438, 0
4446, 0
4463, 26449762
4466, 0
4477, 0
4486, 0
4494, 1
4500, 3
4503, 865533
4504, 1052486
4515, 0
4517, 5749077
4520, 0
4526, 0
4528, 39291289
4534, 0
4535, 1301292
4542, 502881
